code_dept,annee,trimestre,taux_chomage
17,2022,4,6.6
18,2022,4,7.4
19,2022,4,5.9
2A,2022,4,5.7
2B,2022,4,6.4
21,2022,4,5.6
22,2022,4,6.2
23,2022,4,6.8
24,2022,4,7.1
25,2022,4,6.3
26,2022,4,7.7
27,2022,4,6.7
28,2022,4,6.7
29,2022,4,6.1
30,2022,4,9.8
31,2022,4,7.2
32,2022,4,5.6
33,2022,4,6.4
34,2022,4,9.9
35,2022,4,5.4
36,2022,4,7.0
37,2022,4,6.4
38,2022,4,5.7
39,2022,4,5.1
40,2022,4,6.8
41,2022,4,5.9
42,2022,4,7.0
43,2022,4,5.5
44,2022,4,5.5
45,2022,4,6.9
46,2022,4,7.3
47,2022,4,7.3
48,2022,4,4.6
49,2022,4,6.3
50,2022,4,5.0
51,2022,4,7.0
52,2022,4,6.3
53,2022,4,4.9
54,2022,4,6.8
55,2022,4,7.2
56,2022,4,5.6
57,2022,4,6.9
58,2022,4,6.6
59,2022,4,9.2
60,2022,4,7.2
61,2022,4,6.4
62,2022,4,8.1
63,2022,4,6.1
64,2022,4,5.6
65,2022,4,7.7
66,2022,4,11.6
67,2022,4,6.1
68,2022,4,6.7
69,2022,4,6.2
70,2022,4,6.2
71,2022,4,6.3
72,2022,4,6.9
73,2022,4,5.1
74,2022,4,5.2
75,2022,4,5.6
76,2022,4,7.5
77,2022,4,6.6
78,2022,4,6.3
79,2022,4,5.1
80,2022,4,8.5
81,2022,4,7.7
82,2022,4,8.5
84,2022,4,9.4
85,2022,4,5.1
86,2022,4,5.8
87,2022,4,6.3
88,2022,4,7.4
89,2022,4,6.7
90,2022,4,8.1
91,2022,4,6.3
92,2022,4,5.7
93,2022,4,10.1
94,2022,4,7.0
95,2022,4,7.9
83,2022,4,7.2
ZA,2022,4,19.3
ZB,2022,4,9.9
ZC,2022,4,10.8
ZD,2022,4,16.9
